emp_no,first_name,last_name,title,from_date,birth_date
410881,Koichi,Grabner,Senior Engineer,1990-04-24,1965-01-06
96571,Kokou,Garrabrants,Senior Engineer,1997-11-05,1965-01-13
10476,Kokou,Iisaka,Senior Staff,1994-09-20,1965-01-01
240285,Kolar,Greenaway,Staff,1998-11-14,1965-01-23
76189,Kolar,Hinsberger,Senior Engineer,1994-10-20,1965-01-02
80850,Koldo,Luit,Senior Engineer,2001-04-15,1965-02-01
230498,Kolar,Puppo,Senior Engineer,1998-04-25,1965-01-15
233765,Kotesh,Chachaty,Senior Engineer,1997-03-24,1965-01-20
36982,Kotesh,Rajala,Senior Engineer,2000-06-23,1965-01-22
439905,Kousuke,Levasseur,Senior Staff,1996-03-15,1965-01-03
278484,Koldo,Peternell,Staff,1992-11-05,1965-01-25
30007,Kousuke,Vecchio,Senior Engineer,1999-02-23,1965-01-24
444099,Kousuke,Worfolk,Senior Staff,1997-03-22,1965-01-28
403644,Krisda,Hainaut,Senior Staff,2000-07-07,1965-01-19
64828,Krister,Pappas,Staff,1999-09-30,1965-01-27
209443,Krassimir,Garnier,Senior Staff,1998-01-26,1965-01-19
95286,Kristin,Guerreiro,Senior Engineer,1997-08-23,1965-01-18
84315,Kristina,Baumann,Assistant Engineer,1996-09-26,1965-01-23
93600,Kristina,Neimat,Technique Leader,1988-04-18,1965-01-13
219035,Kristine,Bierman,Technique Leader,1988-05-13,1965-01-18
86213,Kristine,Clemencon,Senior Staff,1996-04-21,1965-01-28
95509,Kristinn,Loncour,Engineer,1995-02-08,1965-01-11
71685,Kristinn,Olano,Senior Engineer,1989-10-03,1965-01-01
68022,Kristinn,Pearson,Staff,1995-05-07,1965-01-12
80656,Kwan,Gide,Engineer,1998-06-24,1965-01-09
465853,Kwan,Kampfer,Staff,1998-10-16,1965-01-01
229352,Kwangho,Petereit,Engineer,1999-08-10,1965-01-07
432257,Kwangjo,Hiltgen,Engineer,1998-12-22,1965-01-20
290284,Kwangjo,Menhardt,Engineer,1996-01-11,1965-01-08
34261,Kyoichi,Callaway,Senior Staff,1996-12-29,1965-01-05
491079,Kwangsub,Keirsey,Senior Engineer,1992-02-04,1965-01-06
482335,Kwangyoen,Peck,Engineer,1994-01-16,1965-01-26
260083,Kwok,Journel,Staff,1997-12-22,1965-01-16
105342,Kwun,Reeker,Technique Leader,1999-07-29,1965-01-01
75703,Kyoichi,Erman,Senior Engineer,2001-07-25,1965-01-08
465711,Lakshmi,Frijda,Senior Engineer,1995-04-21,1965-01-06
290769,Lalit,Blokdijk,Senior Engineer,1999-02-01,1965-01-26
490551,Lalit,Lindqvist,Engineer,1998-11-07,1965-01-01
64023,Laurentiu,Benzmuller,Senior Engineer,1999-11-08,1965-01-11
69936,Lalit,Unni,Assistant Engineer,1998-12-06,1965-01-23
81545,Larisa,Kornyak,Technique Leader,1996-03-10,1965-01-13
208639,Larisa,Lukaszewicz,Senior Staff,1994-10-10,1965-01-27
462736,Larisa,Murtafg,Staff,1991-02-25,1965-01-14
416455,Laurentiu,Morton,Engineer,1998-12-21,1965-01-22
264322,Leandro,Swist,Senior Staff,1997-01-05,1965-01-03
222998,Leaf,Awdeh,Senior Staff,1991-02-20,1965-01-07
83544,Leaf,Baak,Senior Staff,2001-09-05,1965-01-18
488115,Leah,Luke,Assistant Engineer,1995-08-23,1965-01-29
31188,Leandro,Gist,Technique Leader,1993-02-03,1965-01-12
10762,Lech,Himler,Senior Staff,1999-01-21,1965-01-19
48882,Leen,Lamparter,Senior Engineer,2001-06-07,1965-01-28
35087,Leif,Ashish,Senior Staff,2001-10-14,1965-01-17
412757,Leen,Peak,Engineer,1999-11-20,1965-01-03
438038,Lena,Giaccio,Senior Staff,1999-03-17,1965-01-01
222701,Lein,Delaune,Senior Staff,1990-06-30,1965-01-24
88411,Lena,Cannane,Engineer,2000-01-28,1965-01-31
285396,Lena,Kohling,Senior Engineer,1991-10-04,1965-01-27
216921,Lena,Lenart,Senior Staff,1995-12-25,1965-01-22
49119,Lena,Peek,Senior Engineer,1997-05-15,1965-01-09
493744,Leni,Kropatsch,Senior Engineer,1997-07-17,1965-01-14
212093,Leni,Henders,Senior Staff,1999-11-19,1965-01-11
441954,Leszek,Marchegay,Engineer,1999-06-13,1965-01-03
280291,Lenore,Badache,Staff,1998-11-24,1965-01-26
30182,Leon,Potthoff,Senior Engineer,1993-12-08,1965-01-26
205174,Leszek,Spinelli,Staff,1998-12-10,1965-01-05
78469,Leucio,Cappelli,Staff,1997-08-22,1965-01-28
61147,Leszek,Werthner,Staff,1999-03-03,1965-01-30
438557,Lidong,Swist,Engineer,1999-09-16,1965-01-30
210292,Lihong,Zeilberger,Staff,1996-04-28,1965-01-18
275444,Limsoon,Leppanen,Senior Engineer,2000-01-22,1965-01-16
106695,Lijie,Garrabrants,Senior Staff,1990-10-02,1965-01-31
268191,LiMin,Teitelbaum,Senior Engineer,1995-11-01,1965-01-07
241728,Limsoon,Boudaillier,Senior Engineer,1995-08-12,1965-01-30
222926,Limsoon,Erol,Senior Engineer,1997-12-31,1965-01-10
429381,Limsoon,Roohalamini,Senior Staff,1992-11-25,1965-01-06
205789,Limsoon,Skafidas,Senior Staff,1999-08-10,1965-01-31
452982,Lobel,Aloia,Senior Staff,1994-12-29,1965-01-29
91333,Lobel,Stafford,Staff,1998-11-29,1965-01-27
52970,Lobel,Werthner,Senior Engineer,1997-03-17,1965-01-22
297232,Lokesh,Saoudi,Senior Staff,1999-05-25,1965-01-16
262439,Lorien,Lagarias,Senior Staff,1994-10-10,1965-01-30
24377,Lubomir,Wroclawski,Senior Engineer,2000-07-25,1965-01-25
91182,Lucien,Schwartzburd,Senior Engineer,1994-08-25,1965-01-04
234195,Luerbio,Terkki,Senior Staff,1998-05-14,1965-01-07
455284,Luisa,Baig,Senior Engineer,2002-07-12,1965-01-09
481397,Luisa,Chelton,Assistant Engineer,1998-08-13,1965-01-31
449966,Mabry,Knightly,Staff,1994-01-04,1965-01-31
299580,Luisa,Itzfeldt,Engineer,1997-01-23,1965-01-21
490557,Luise,Vigier,Senior Engineer,2001-07-01,1965-01-27
17988,Mabhin,Calkin,Senior Engineer,1997-11-30,1965-01-31
420557,Mabhin,Eastman,Senior Staff,1994-08-02,1965-01-06
458383,Mabhin,Foote,Engineer,1999-04-23,1965-01-06
14127,Magdalena,Cannard,Senior Engineer,2002-04-22,1965-01-10
227476,Macha,Schnabel,Senior Engineer,1996-05-11,1965-01-11
240340,Mack,Staylopatis,Senior Engineer,1991-04-02,1965-01-14
93278,Magdalena,Penn,Senior Engineer,2002-01-04,1965-02-01
43154,Maha,Waterhouse,Senior Staff,2002-07-04,1965-01-13
90366,Magy,Eiron,Senior Staff,1998-08-03,1965-01-26
485817,Mahmut,Bolotov,Engineer,1995-01-10,1965-01-29
99654,Mahendra,Motley,Senior Staff,1992-09-28,1965-01-30
39341,Mahmut,Lampe,Senior Engineer,1994-05-11,1965-01-01
86324,Maia,Berstel,Senior Engineer,1993-07-17,1965-01-14
447877,Make,Heuser,Senior Engineer,1997-07-02,1965-01-13
56105,Makato,Remmers,Senior Engineer,1994-04-16,1965-01-11
10480,Make,Baba,Staff,1988-05-18,1965-01-25
254591,Mamdouh,Lodder,Staff,1986-03-23,1965-01-08
433260,Make,Olivero,Engineer,1998-06-01,1965-02-01
79722,Make,Remmers,Staff,1997-08-07,1965-01-17
406714,Malu,Ossenbruggen,Senior Staff,1994-11-21,1965-02-01
427320,Mamdouh,Ramamoorthy,Senior Engineer,2000-01-13,1965-01-13
92685,Mang,Atchley,Senior Staff,1995-06-07,1965-01-26
65998,Mandell,Alameldin,Senior Staff,1996-04-08,1965-01-09
455296,Mang,Sundgren,Engineer,1995-11-27,1965-01-01
88965,Mang,Hedayat,Engineer,1995-05-22,1965-01-20
109620,Mani,Cannata,Senior Staff,1995-06-21,1965-01-02
22926,Manibrata,Genther,Senior Engineer,1996-01-15,1965-01-01
89346,Mansur,Comyn,Engineer,1999-08-31,1965-01-13
88357,Manohar,Karcich,Staff,1998-08-07,1965-01-05
245664,Manohar,Kilgore,Staff,1998-11-17,1965-01-18
455113,Manohar,Rothenberg,Staff,1999-04-22,1965-01-15
53746,Manu,Erva,Staff,1989-03-17,1965-01-21
484126,Manton,Lueh,Senior Staff,1989-04-07,1965-01-05
440997,Manton,Schapiro,Senior Staff,1991-03-26,1965-01-01
47139,Marco,Usdin,Engineer,1996-10-29,1965-01-25
404755,Manu,Junet,Senior Staff,1996-04-19,1965-01-13
27686,Manu,Rosiles,Senior Staff,1998-03-03,1965-01-28
208147,Manu,Rothenberg,Senior Engineer,1995-12-07,1965-01-09
297905,Marc,Bahl,Assistant Engineer,1997-06-18,1965-01-12
81162,Marco,Klerer,Senior Engineer,1999-11-01,1965-01-28
406239,Marek,Tomescu,Senior Engineer,2002-05-15,1965-01-09
483825,Marek,Mitchem,Senior Engineer,1992-11-20,1965-01-22
467441,Margareta,Bondorf,Senior Engineer,1994-11-07,1965-01-13
279115,Maren,DuCasse,Engineer,1997-11-29,1965-01-05
481467,Margareta,Polajnar,Staff,1989-02-24,1965-01-03
439377,Mari,Plessier,Senior Engineer,1997-07-04,1965-01-28
276184,Mari,Swick,Senior Staff,1991-04-08,1965-01-10
452970,Mari,Fargier,Senior Engineer,1992-08-18,1965-01-06
44265,Maria,Eppinger,Engineer,1997-01-30,1965-01-24
421312,Mariangiola,Bashian,Engineer,1999-09-18,1965-01-13
447290,Maria,Miculan,Senior Engineer,1998-04-12,1965-01-08
420476,Mariangiola,Bolsens,Senior Staff,1994-06-15,1965-01-28
11157,Mario,Cochrane,Engineer,1985-03-30,1965-02-01
296303,Mariangiola,Heyers,Technique Leader,1992-08-04,1965-01-28
467392,Mariusz,Rikino,Senior Engineer,2001-04-12,1965-01-07
477578,Marit,Paludetto,Senior Engineer,1998-09-30,1965-01-23
427659,Mariusz,Ritcey,Engineer,1987-03-16,1965-01-27
58384,Mariusz,Vural,Senior Engineer,2001-11-14,1965-01-22
76847,Mariusz,Weiland,Senior Engineer,1989-08-16,1965-01-20
258124,Mariusz,Zolotykh,Senior Staff,1990-07-28,1965-01-17
243637,Marjo,Delgrange,Senior Staff,1996-06-23,1965-01-16
31568,Mark,Lalonde,Staff,1996-11-24,1965-01-10
261737,Mark,Lindqvist,Senior Engineer,1997-11-22,1965-01-23
44900,Mark,Schwaller,Senior Staff,2001-08-10,1965-01-05
406537,Martien,Ranum,Senior Engineer,1993-03-15,1965-01-30
443485,Marke,Klerer,Senior Staff,1990-04-14,1965-01-23
403455,Marko,Velardi,Senior Engineer,1997-11-22,1965-01-25
294241,Marl,Fiebach,Senior Staff,2000-07-25,1965-01-12
79640,Marl,Litzkow,Staff,1991-10-12,1965-01-26
68168,Marl,Thiria,Senior Staff,1992-03-17,1965-01-14
40983,Marla,Cherinka,Technique Leader,1986-12-01,1965-01-17
219052,Marsal,Acton,Staff,1995-08-02,1965-01-06
75888,Marsal,Otillio,Staff,1994-01-23,1965-01-31
266862,Mart,Plumb,Senior Staff,1986-04-21,1965-01-10
448900,Mart,Talmor,Staff,1999-05-11,1965-01-16
447931,Martijn,Jeong,Senior Staff,1999-12-14,1965-01-11
405372,Masami,Merro,Senior Staff,1996-09-23,1965-01-24
442096,Martijn,DiGiano,Senior Engineer,1990-06-15,1965-01-15
39000,Martijn,Vendrig,Senior Staff,2002-03-03,1965-01-08
411082,Martine,Cangellaris,Senior Engineer,1998-04-28,1965-01-08
401333,Martins,Shokrollahi,Senior Engineer,1991-11-04,1965-01-30
205500,Mary,Setiz,Senior Engineer,1989-01-13,1965-01-04
247456,Masako,Bahk,Engineer,1997-07-31,1965-01-16
74668,Masako,Bonifati,Senior Staff,1987-04-09,1965-01-01
445941,Masako,Dechter,Technique Leader,1985-09-25,1965-01-11
217080,Masami,Puoti,Senior Engineer,2000-01-21,1965-01-12
431576,Masamitsu,Back,Senior Staff,1994-03-25,1965-01-06
261184,Masako,Kornatzky,Senior Engineer,1987-08-29,1965-01-30
281859,Masanao,Papastamatiou,Senior Engineer,1993-11-25,1965-01-17
479695,Masamitsu,Murrill,Senior Staff,2002-06-27,1965-01-06
292210,Masaru,Huhdanpaa,Senior Engineer,2001-11-23,1965-01-17
38103,Masasuke,Babu,Senior Engineer,1993-03-31,1965-01-12
225601,Masasuke,Genin,Engineer,1999-06-25,1965-01-13
494493,Masasuke,Koprowski,Staff,1996-11-20,1965-01-10
45590,Masoud,Genin,Technique Leader,1991-02-16,1965-01-21
205362,Masasuke,Makinen,Staff,1992-07-02,1965-01-25
288166,Masoud,Asmuth,Staff,1994-09-05,1965-01-11
486956,Matt,Ruemmler,Engineer,1993-10-14,1965-01-01
244605,Masoud,Suwa,Senior Staff,1997-11-25,1965-01-22
489755,Matk,Chorvat,Senior Staff,2000-12-29,1965-01-14
222319,Matt,Chvatal,Senior Engineer,1994-11-09,1965-01-20
474763,Mayuko,Clouatre,Engineer,1997-09-04,1965-01-07
241952,Maya,Anandan,Staff,1996-06-28,1965-01-20
30154,Mayuko,Skafidas,Technique Leader,1999-04-19,1965-01-26
262328,Mayuko,Vural,Staff,1997-12-24,1965-01-03
53088,Mechthild,Lamma,Senior Engineer,1992-05-18,1965-01-25
408447,Mayuri,Werthner,Senior Staff,1999-08-19,1965-01-13
56847,Menkae,Chinin,Senior Engineer,1989-08-19,1965-01-14
109552,Menkae,Etalle,Engineer,2002-05-21,1965-01-31
277829,Michaela,Fandrianto,Senior Engineer,1986-06-02,1965-01-22
292110,Menkae,Showalter,Senior Engineer,2001-08-09,1965-01-23
418606,Michaela,Otillio,Engineer,1994-01-05,1965-01-11
40765,Michaela,Ramsak,Senior Staff,2001-12-21,1965-01-01
38043,Michaela,Randi,Senior Engineer,1994-11-23,1965-01-05
62167,Mihalis,Haldar,Senior Engineer,1998-05-11,1965-01-25
488707,Mihalis,Remmers,Senior Staff,1996-02-29,1965-01-16
227681,Mikhail,Rousseau,Staff,1998-11-30,1965-01-30
87458,Mikhail,Gimbel,Senior Staff,1993-12-22,1965-01-26
263645,Mingsen,Lally,Senior Engineer,1990-12-04,1965-01-19
260153,Mingdong,Baar,Technique Leader,1991-10-14,1965-01-28
272860,Minghong,Candan,Assistant Engineer,1994-02-10,1965-02-01
238949,Minghong,Cronin,Senior Staff,1987-10-04,1965-01-09
44540,Mingzeng,Sadowski,Senior Engineer,1989-11-12,1965-01-16
274071,Mingsen,Weiland,Staff,1995-10-12,1965-01-01
238112,Miomir,Frezza,Technique Leader,1991-05-25,1965-01-12
265794,Miquel,Halloran,Senior Staff,2002-01-14,1965-01-15
272452,Mitsuyuki,Isard,Engineer,1996-08-17,1965-01-10
441197,Miquel,Legleitner,Senior Staff,1993-06-28,1965-01-18
412404,Mitsuyuki,Jeansoulin,Senior Engineer,1999-10-28,1965-01-15
251814,Mitsuyuki,Zockler,Technique Leader,1998-09-14,1965-01-01
222311,Miyeon,Billingsley,Senior Engineer,1992-12-05,1965-01-20
242314,Miyeon,Burnard,Engineer,1985-02-07,1965-01-11
413831,Mohamadou,Grabner,Senior Staff,1998-11-25,1965-01-09
69867,Miyeon,Rothe,Senior Staff,1997-04-08,1965-01-22
240132,Mizuhito,Kobara,Senior Staff,2001-08-09,1965-02-01
21909,Mohammed,Brizzi,Senior Staff,1998-12-28,1965-01-04
105432,Mohamadou,Stafford,Senior Engineer,2000-09-11,1965-01-08
454338,Mohammed,Georg,Engineer,1998-08-03,1965-01-24
254787,Mohan,Chepyzhov,Senior Engineer,1995-04-06,1965-01-03
459429,Mohit,Verhaegen,Senior Staff,1999-05-28,1965-01-14
454994,Mohan,Picht,Senior Engineer,2000-02-24,1965-01-01
96579,Mohan,Tasistro,Engineer,1996-02-10,1965-01-18
435060,Moie,Lieblein,Staff,1996-07-12,1965-01-16
267059,Moie,Tempesti,Senior Staff,2000-06-28,1965-01-09
218022,Mokhtar,Poupard,Technique Leader,1992-02-02,1965-01-26
244308,Mokhtar,Rebaine,Senior Staff,2000-07-22,1965-01-10
266881,Mokhtar,Sabnani,Senior Staff,1997-08-28,1965-01-11
229690,Mokhtar,Sherertz,Senior Staff,1995-06-10,1965-01-08
429238,Mona,Luck,Senior Staff,1989-05-11,1965-01-29
229547,Moni,Schach,Senior Staff,1991-07-04,1965-01-03
442653,Mona,Hebden,Engineer,1995-10-20,1965-01-04
448769,Mong,Dichev,Technique Leader,1997-10-11,1965-01-18
425437,Moni,Staudhammer,Engineer,1999-03-23,1965-01-03
433640,Monique,Baer,Senior Staff,1987-12-12,1965-01-12
34780,Moni,Kohling,Staff,1994-07-21,1965-01-16
205085,Moni,Kornyak,Technique Leader,1991-09-26,1965-01-23
225964,Mooi,Cooman,Senior Engineer,1998-06-07,1965-01-19
474372,Monique,Cyre,Senior Staff,1993-02-13,1965-01-13
287822,Mooi,Perfilyeva,Engineer,1998-05-11,1965-01-24
101647,Mori,Homond,Senior Staff,2000-05-09,1965-01-22
50311,Mooi,Stafford,Senior Engineer,1996-10-06,1965-01-24
295262,Moon,Pews,Assistant Engineer,1994-08-06,1965-01-22
494019,Morrie,Iisaku,Senior Staff,1999-05-06,1965-01-16
12643,Morrie,Schurmann,Staff,1998-12-31,1965-01-30
202552,Morris,Saoudi,Senior Engineer,1998-11-22,1965-01-05
405015,Morris,Fargier,Senior Staff,1996-06-29,1965-01-02
17013,Morris,Garigliano,Senior Staff,2000-05-23,1965-01-15
284856,Moto,Kobara,Senior Engineer,1998-12-12,1965-01-05
293280,Moti,Steenbeek,Senior Engineer,1993-01-21,1965-01-24
60821,Moty,Mersereau,Senior Staff,1999-09-03,1965-01-02
413205,Mototsugu,Prampolini,Senior Staff,1988-06-12,1965-01-09
251680,Moty,Sommen,Senior Engineer,1990-08-14,1965-01-05
258028,Mountaz,Reinhart,Engineer,2000-01-21,1965-01-07
109252,Moty,Winter,Technique Leader,1991-04-28,1965-01-15
461270,Mrinalini,Mawatari,Staff,1996-01-03,1965-01-10
415563,Mrinalini,Bierbaum,Senior Engineer,1994-03-12,1965-01-21
465501,Mrinalini,Gire,Senior Staff,2000-11-09,1965-01-05
262208,Mrinalini,Holburn,Senior Staff,1987-04-20,1965-01-16
485579,Munehiro,Iwayama,Senior Engineer,1992-12-15,1965-01-18
46222,Mrinalini,Strooper,Staff,1990-03-05,1965-01-20
460691,Munehiko,Gihr,Senior Staff,1989-12-06,1965-01-16
215629,Munehiro,Manders,Senior Staff,1995-05-18,1965-01-15
278536,Munenori,Shobatake,Senior Staff,1999-01-10,1965-01-14
68416,Munenori,Debuse,Senior Engineer,1990-11-08,1965-01-27
493048,Muzhong,Berztiss,Senior Staff,2001-01-22,1965-01-31
403237,Muneo,Gunderson,Senior Engineer,1992-12-08,1965-01-01
233247,Murthy,Angiulli,Senior Engineer,1991-08-02,1965-01-18
31909,Murthy,Peek,Engineer,1994-07-19,1965-01-10
469104,Nadjib,Comellas,Senior Engineer,2002-04-18,1965-01-21
269728,Naftali,Kragelund,Senior Staff,1993-05-15,1965-01-12
34452,Naftaly,Foong,Senior Engineer,2000-05-09,1965-01-08
106096,Naftali,Schurmann,Senior Engineer,1999-12-03,1965-01-14
56829,Nagui,Gruenwald,Engineer,1995-12-24,1965-01-09
220699,Nahid,Gyimothy,Staff,1995-08-18,1965-01-07
282333,Nahla,Serdy,Senior Staff,2000-09-09,1965-01-25
228766,Nahla,Smailagic,Senior Engineer,1996-11-21,1965-01-11
286573,Nahum,Nishimukai,Senior Engineer,1997-02-01,1965-01-27
37719,Nakhoon,Buescher,Engineer,1997-06-12,1965-01-31
282547,Nahum,Codenie,Engineer,1999-06-14,1965-01-18
467269,Nahum,Lambe,Technique Leader,1989-08-31,1965-01-18
14907,Nakhoon,Luga,Senior Staff,1994-12-18,1965-01-14
498337,Naraig,Docker,Staff,1997-05-17,1965-01-30
432890,Nalini,Perly,Senior Engineer,1999-03-07,1965-01-24
47515,Naraig,Jenevein,Senior Engineer,1987-01-18,1965-01-26
268043,Narain,Mikschl,Engineer,1997-11-02,1965-01-28
406249,Naraig,Snyers,Senior Engineer,1986-12-03,1965-01-23
72232,Naraig,Veldwijk,Senior Engineer,1996-07-10,1965-01-10
416660,Nathalie,Luke,Senior Engineer,1997-09-15,1965-01-28
424714,Nathan,Vendrig,Engineer,1990-08-20,1965-01-10
442490,Navid,Luke,Engineer,1994-10-17,1965-01-08
265039,Navid,Staudhammer,Senior Staff,2000-10-18,1965-01-03
454736,Nechama,Ermel,Engineer,1995-06-05,1965-01-24
249780,Nechama,Gaughan,Senior Engineer,1996-01-16,1965-01-12
498955,Nechama,Kandlur,Senior Engineer,2002-01-16,1965-01-13
416383,Nectarios,Itschner,Senior Engineer,1996-03-01,1965-01-29
101063,Nectarios,Munos,Senior Engineer,1994-08-31,1965-01-08
231459,Nectarios,Pramanik,Assistant Engineer,1999-11-18,1965-01-28
469529,Neven,Rikino,Senior Engineer,1993-10-21,1965-01-07
283041,Nathalie,Foote,Senior Engineer,1991-07-20,1965-01-04
26629,Nevin,Rodham,Senior Staff,1998-12-14,1965-01-28
289122,Nikolaus,Akaboshi,Staff,1990-09-20,1965-01-21
471397,Nigel,Zirintsis,Engineer,1999-01-03,1965-02-01
419388,Nikolaos,Bamford,Senior Engineer,1991-02-25,1965-01-22
15050,Nikolaos,Kruskal,Senior Engineer,1996-12-16,1965-01-18
91934,Nikolaus,Swen,Engineer,2000-01-28,1965-01-03
232458,Nikolaus,Yetto,Staff,1990-09-22,1965-01-04
209712,Nimmagadda,Baak,Engineer,1995-10-30,1965-01-17
488752,Nimmagadda,Baja,Senior Staff,2002-02-09,1965-01-23
428294,Nimmagadda,Kusakari,Engineer,1992-09-29,1965-01-13
477352,Nikolaos,Lorch,Engineer,1999-04-17,1965-01-12
420921,Niranjan,Lamba,Staff,1997-11-16,1965-01-30
77647,Niranjan,Schaaf,Technique Leader,1989-11-05,1965-01-07
279280,Niranjan,Debuse,Senior Engineer,2001-09-21,1965-01-09
432399,Nitsan,Nollmann,Senior Engineer,1996-09-09,1965-01-19
280070,Niteen,Ebeling,Senior Staff,1993-03-29,1965-01-24
232209,Nitsan,Rouquie,Senior Engineer,1995-08-02,1965-01-11
95920,Nobuyoshi,Hegner,Senior Staff,2001-09-07,1965-01-19
264626,Noritoshi,Bakhtari,Senior Staff,1998-02-03,1965-01-13
271219,Odoardo,Tyugu,Engineer,1994-11-07,1965-01-16
201180,Odinaldo,Bridgland,Assistant Engineer,1989-06-09,1965-01-15
436797,Ohad,Henders,Senior Staff,1996-11-02,1965-01-24
401278,Oguz,Schurmann,Engineer,1995-11-11,1965-01-16
83714,Ohad,Kilgore,Senior Engineer,1997-07-01,1965-01-27
255657,Oldrich,Cyre,Senior Engineer,1994-02-10,1965-01-20
108988,Oksana,Baek,Senior Staff,1997-07-20,1965-01-19
284687,Oksana,Redmiles,Senior Engineer,1992-06-22,1965-01-15
31341,Oksana,Zultner,Senior Staff,1997-03-22,1965-01-01
497007,Oldrich,Adachi,Senior Engineer,2002-04-03,1965-01-23
56428,Olivera,Hanabata,Senior Staff,1992-11-09,1965-01-27
86546,Oldrich,Woycyznski,Senior Engineer,1990-05-15,1965-01-09
435774,Olivera,Bharadwaj,Senior Staff,2001-04-01,1965-01-09
445226,Oscar,Baumann,Senior Engineer,1996-01-22,1965-01-01
53891,Olivera,Pargaonkar,Staff,1989-03-13,1965-01-23
418247,Oscar,Oppitz,Senior Staff,2001-06-29,1965-01-08
106514,Otilia,Speek,Senior Engineer,1988-07-30,1965-01-04
89048,Otmar,Birjandi,Senior Engineer,1992-03-23,1965-01-24
411070,Otmar,Brandsma,Senior Engineer,1992-05-27,1965-01-29
217026,Otmar,Engberts,Senior Staff,1998-08-16,1965-01-11
20885,Otmar,Rothenberg,Senior Engineer,1996-03-14,1965-01-21
39952,Otmar,Sudbeck,Staff,1998-07-22,1965-01-02
43358,Ottavia,Mitsuhashi,Staff,1989-08-18,1965-01-07
242867,Paddy,Nittel,Engineer,1999-11-10,1965-01-04
425540,Paddy,Zumaque,Senior Staff,1995-11-12,1965-01-03
499194,Padma,Delgrange,Senior Staff,1998-01-02,1965-01-29
63444,Padma,Peres,Senior Staff,1991-02-20,1965-01-19
202291,Ortrun,Schmiedel,Engineer,1997-07-18,1965-01-16
259237,Palash,Gammage,Senior Staff,1994-10-23,1965-01-27
239803,Oscal,Ernst,Senior Staff,1997-05-19,1965-01-30
229391,Paloma,Henseler,Senior Engineer,1997-06-10,1965-01-15
447613,Paris,Restivo,Senior Engineer,1991-11-21,1965-01-15
296687,Palash,Spieker,Senior Staff,1996-05-10,1965-01-02
58990,Palash,Trelles,Engineer,1998-11-18,1965-01-04
57982,Paloma,Benzaken,Senior Staff,1989-10-17,1965-01-29
491162,Panayotis,Hempstead,Senior Engineer,1994-08-29,1965-01-14
217551,Panayotis,Lukaszewicz,Senior Engineer,1995-06-06,1965-01-02
473490,Pantung,Reeker,Senior Staff,1998-05-11,1965-01-06
497391,Paris,Lieblein,Engineer,1999-05-19,1965-01-30
76417,Parviz,Duclos,Senior Engineer,1989-12-27,1965-01-31
104988,Parviz,Litzler,Senior Engineer,1999-08-09,1965-01-07
406564,Parviz,Picco,Engineer,1995-04-16,1965-01-25
46943,Pasqua,Maraist,Senior Engineer,1998-12-06,1965-01-31
257378,Pascal,Bernatsky,Senior Staff,1995-09-04,1965-01-06
65883,Patricia,Pepe,Senior Staff,1996-04-18,1965-01-07
85874,Pasqua,Taubman,Senior Staff,1986-06-23,1965-01-30
22415,Perla,Jumpertz,Senior Staff,1994-08-24,1965-01-20
299737,Patricio,Itzfeldt,Senior Staff,1994-05-21,1965-02-01
214427,Peer,Molberg,Engineer,1996-11-17,1965-01-29
248953,Percy,Sudbeck,Assistant Engineer,1996-08-29,1965-01-29
220799,Perla,Orlowska,Senior Engineer,1990-12-03,1965-01-17
281180,Phillip,Fontet,Staff,1991-09-03,1965-01-11
224335,Perry,Chachaty,Senior Engineer,1992-07-22,1965-01-29
484142,Perry,Cooman,Senior Staff,1993-04-22,1965-01-05
232496,Peternela,Klerer,Staff,1986-06-06,1965-01-31
41114,Petter,Thummel,Technique Leader,1995-12-24,1965-01-25
483213,Phillip,Munch,Technique Leader,1991-09-02,1965-01-16
43848,Phillip,Oxenboll,Engineer,1999-05-26,1965-01-11
494088,Phule,Dahlbom,Senior Engineer,1997-02-06,1965-01-10
208653,Phillip,Schade,Senior Engineer,1998-03-03,1965-01-23
52040,Phule,Heijenga,Senior Staff,1998-02-21,1965-01-14
284431,Pintsang,Fujisawa,Senior Staff,2002-04-16,1965-01-25
484756,Phule,Ruemmler,Senior Engineer,1996-08-08,1965-01-16
251301,Pintsang,Impagliazzo,Senior Staff,1989-05-06,1965-01-30
27378,Piyawadee,Leppanen,Senior Staff,1999-02-25,1965-01-28
21188,Piyush,Danecki,Engineer,2000-01-08,1965-01-21
262928,Piyush,Gill,Senior Engineer,1998-08-31,1965-01-01
32622,Piyush,Paciorek,Staff,1991-04-07,1965-01-23
229386,Pohua,Tasistro,Technique Leader,1989-06-02,1965-01-03
244714,Poorav,Clouatre,Senior Engineer,1996-05-06,1965-01-27
220418,Poorav,Laventhal,Staff,1997-08-16,1965-01-23
431887,Poorav,Ranst,Senior Engineer,1996-06-01,1965-01-05
400780,Poornachandra,Asser,Engineer,1993-11-07,1965-01-09
82098,Poornachandra,Wilharm,Senior Engineer,1998-04-20,1965-01-25
220582,Poornachandra,Zielinski,Senior Staff,2001-02-12,1965-01-08
478833,Pradeep,Valiente,Senior Engineer,1998-09-19,1965-01-30
262752,Pramod,Bierman,Engineer,1997-12-12,1965-01-04
215843,Pramod,Loncour,Senior Staff,1993-03-30,1965-01-30
459356,Pramod,Wendorf,Engineer,1998-12-25,1965-01-21
